Wall time,Step,Value
1652089833.5643537,2048,-58.284942626953125
1652089863.2064438,4096,-52.84931564331055
1652089891.8116605,6144,-48.768978118896484
1652089921.6483603,8192,-49.28609848022461
1652089951.40249,10240,-48.972129821777344
1652089979.6018834,12288,-47.52739334106445
1652090008.4421532,14336,-46.56669998168945
1652090037.5453954,16384,-45.310333251953125
1652090068.5595355,18432,-46.552734375
1652090096.457703,20480,-48.70906066894531
1652090124.1197066,22528,-49.4163818359375
1652090151.4584827,24576,-50.62699508666992
1652090180.2543824,26624,-45.380027770996094
1652090211.8297148,28672,-43.12185287475586
1652090242.6475205,30720,-42.958316802978516
1652090270.882651,32768,-39.25201416015625
1652090297.0785384,34816,-35.84169387817383
1652090323.713068,36864,-32.758758544921875
1652090349.7273972,38912,-28.872900009155273
1652090375.8955035,40960,-25.32186508178711
1652090402.200701,43008,-25.524768829345703
1652090428.415048,45056,-25.837568283081055
1652090454.4725776,47104,-24.504079818725586
1652090480.660323,49152,-23.076448440551758
1652090506.6801515,51200,-23.720922470092773
1652090533.1217797,53248,-19.53730583190918
1652090558.988669,55296,-13.581059455871582
1652090585.250043,57344,-8.572000503540039
1652090611.4596276,59392,-0.8263145685195923
1652090637.3278317,61440,5.894398212432861
1652090663.563922,63488,9.38857650756836
1652090690.037208,65536,7.5682053565979
1652090716.0391455,67584,14.461738586425781
1652090742.1767814,69632,18.683176040649414
1652090768.2133162,71680,24.957786560058594
1652090794.265285,73728,25.172950744628906
1652090820.5450153,75776,28.12519645690918
1652090846.7421656,77824,33.31527328491211
1652090873.3505285,79872,37.27788543701172
1652090899.6896381,81920,41.78084182739258
1652090925.7675183,83968,46.45546340942383
1652090952.3871026,86016,56.328792572021484
1652090979.3961966,88064,60.036399841308594
1652091004.2433078,90112,63.22977828979492
1652091028.3623374,92160,68.20576477050781
1652091052.1134746,94208,72.6512451171875
1652091075.403708,96256,76.84114074707031
1652091098.5542681,98304,83.35337829589844
1652091126.1640406,100352,90.74995422363281
1652091152.7964275,102400,97.904296875
1652091177.9475327,104448,101.71597290039062
1652091201.3875763,106496,111.39663696289062
1652091228.4611475,108544,115.37447357177734
1652091253.3332365,110592,121.8534927368164
1652091277.060523,112640,126.6968765258789
1652091299.9070466,114688,132.35169982910156
1652091322.7830951,116736,141.50148010253906
1652091350.163345,118784,150.82179260253906
1652091375.33581,120832,158.38670349121094
1652091399.5418525,122880,164.03054809570312
1652091424.0238314,124928,172.50808715820312
1652091446.9977524,126976,184.1990966796875
1652091470.7260656,129024,190.0166473388672
1652091494.2515376,131072,195.9014434814453
1652091516.8194778,133120,199.26171875
1652091541.4834802,135168,200.89453125
1652091564.2387187,137216,201.85914611816406
1652091585.5553598,139264,208.9698028564453
1652091607.2201436,141312,215.2161865234375
