Wall time,Step,Value
1652089835.0809078,2048,-56.64641571044922
1652089863.8999934,4096,-54.59721755981445
1652089892.3416605,6144,-50.538604736328125
1652089921.574361,8192,-49.38024139404297
1652089950.8654914,10240,-48.376007080078125
1652089979.074886,12288,-49.37360763549805
1652090007.6961517,14336,-48.64188766479492
1652090036.7267125,16384,-48.01190948486328
1652090068.1608965,18432,-49.84562683105469
1652090095.8577034,20480,-49.2204704284668
1652090123.331416,22528,-49.91819763183594
1652090150.7454848,24576,-50.519805908203125
1652090179.7273805,26624,-48.00668716430664
1652090211.188715,28672,-48.05560302734375
1652090242.1815221,30720,-46.79790496826172
1652090270.5219958,32768,-48.0721321105957
1652090297.0055382,34816,-49.688873291015625
1652090323.42274,36864,-48.73813247680664
1652090349.7303967,38912,-48.85371017456055
1652090376.0755022,40960,-52.49285888671875
1652090401.7467024,43008,-47.05778884887695
1652090427.6065376,45056,-47.993988037109375
1652090453.651945,47104,-46.68585968017578
1652090479.8393228,49152,-48.31608581542969
1652090506.18915,51200,-47.825008392333984
1652090532.2947757,53248,-46.775142669677734
1652090558.4946687,55296,-46.61154556274414
1652090584.4640422,57344,-46.26441955566406
1652090610.7816277,59392,-45.678462982177734
1652090637.0248325,61440,-45.131221771240234
1652090663.079238,63488,-44.57167434692383
1652090689.07221,65536,-44.637577056884766
1652090715.3811476,67584,-46.59489822387695
1652090741.300779,69632,-47.12274932861328
1652090767.353317,71680,-46.6968994140625
1652090793.4946246,73728,-46.46628189086914
1652090819.6610177,75776,-46.90229415893555
1652090846.246167,77824,-46.55246353149414
1652090872.787529,79872,-47.046138763427734
1652090898.6906374,81920,-47.351200103759766
1652090925.0475154,83968,-47.20549774169922
1652090951.3851025,86016,-47.12773513793945
1652090978.0705013,88064,-46.374977111816406
1652091003.2947392,90112,-46.11319351196289
1652091027.5626686,92160,-45.809688568115234
1652091051.3141797,94208,-46.44129180908203
1652091074.9397142,96256,-45.927799224853516
1652091098.1096325,98304,-44.9826545715332
1652091125.4910414,100352,-45.341487884521484
1652091152.0544283,102400,-44.50725173950195
1652091177.050532,104448,-43.30866241455078
1652091200.4322507,106496,-42.58164978027344
1652091227.9315727,108544,-41.33525848388672
1652091251.868668,110592,-40.75901412963867
1652091275.4175236,112640,-40.678524017333984
1652091298.3754613,114688,-39.74137496948242
1652091321.248106,116736,-39.42684555053711
1652091347.8893464,118784,-38.96904754638672
1652091373.5882638,120832,-38.951438903808594
1652091397.140722,122880,-37.73087692260742
1652091421.4741719,124928,-37.70071029663086
1652091444.3941028,126976,-36.868797302246094
1652091468.1167917,129024,-37.50075912475586
1652091491.843776,131072,-36.477413177490234
1652091514.812477,133120,-35.32162857055664
1652091539.844479,135168,-35.3259391784668
1652091562.8601503,137216,-34.476802825927734
1652091584.1373575,139264,-33.98933792114258
1652091605.7521448,141312,-33.955020904541016
1652091627.2561183,143360,-34.48292922973633
1652091649.6496396,145408,-35.30851364135742
1652091671.5511158,147456,-34.84127426147461
1652091693.6930656,149504,-34.230350494384766
1652091716.025675,151552,-33.022762298583984
1652091738.5665333,153600,-32.800384521484375
1652091761.677027,155648,-31.81711196899414
1652091784.8717797,157696,-31.743432998657227
1652091806.9880002,159744,-30.09960174560547
1652091828.3315902,161792,-27.951433181762695
1652091849.7103205,163840,-24.882518768310547
1652091870.8552701,165888,-22.71151351928711
1652091892.456604,167936,-21.46056365966797
1652091913.726372,169984,-20.29600715637207
1652091935.0535643,172032,-19.139711380004883
1652091956.5669534,174080,-19.17420768737793
1652091978.5571501,176128,-18.000688552856445
1652091999.9749398,178176,-19.092531204223633
1652092021.5461323,180224,-18.24332046508789
1652092042.7272863,182272,-18.678804397583008
1652092064.2355387,184320,-17.229251861572266
1652092086.0109558,186368,-14.242781639099121
1652092108.1998272,188416,-12.978676795959473
1652092129.688107,190464,-13.240278244018555
1652092151.6697235,192512,-11.893143653869629
1652092173.2188725,194560,-8.981882095336914
1652092195.077846,196608,-7.999672889709473
1652092216.9320333,198656,-9.665294647216797
1652092238.4710112,200704,-9.334700584411621
1652092260.0729613,202752,-8.718650817871094
1652092281.960732,204800,-7.456318378448486
1652092303.6460211,206848,-5.73318338394165
1652092325.1129267,208896,-3.200974702835083
1652092346.2666717,210944,-0.10784485191106796
1652092369.998105,212992,0.43904784321784973
1652092391.8644137,215040,3.650233507156372
1652092413.416682,217088,3.784926414489746
1652092435.0585709,219136,7.092224597930908
1652092456.298757,221184,9.826224327087402
1652092477.5470562,223232,13.777116775512695
1652092499.1538491,225280,18.500429153442383
1652092520.5424268,227328,21.104585647583008
1652092541.6451247,229376,22.7617130279541
1652092562.919935,231424,23.848615646362305
1652092584.4283845,233472,25.50780487060547
1652092605.9841475,235520,30.81085968017578
1652092627.6865034,237568,31.68553924560547
1652092649.7336946,239616,35.308494567871094
1652092670.9415534,241664,37.30538558959961
1652092692.8168848,243712,40.83391189575195
1652092714.2502406,245760,42.94744110107422
1652092735.9272351,247808,44.08842849731445
1652092757.7715127,249856,46.51459503173828
1652092779.3206685,251904,48.201690673828125
1652092801.0233037,253952,51.94330978393555
1652092823.674397,256000,53.563655853271484
1652092845.6579056,258048,54.48306655883789
1652092869.0914283,260096,54.838661193847656
1652092892.4420037,262144,53.720733642578125
1652092915.7908497,264192,54.345420837402344
1652092938.038531,266240,57.709842681884766
1652092961.359023,268288,61.541969299316406
1652092983.8024764,270336,62.60248947143555
1652093007.0049407,272384,64.06867980957031
1652093029.5299485,274432,64.79034423828125
1652093051.0760298,276480,68.63025665283203
1652093072.9399033,278528,70.19145965576172
1652093094.834319,280576,78.10057830810547
1652093117.1366656,282624,82.2787857055664
1652093139.1019435,284672,83.6809310913086
1652093161.0065374,286720,84.8907699584961
1652093183.087998,288768,85.9838638305664
1652093204.8705623,290816,90.78162384033203
1652093227.4915574,292864,91.67466735839844
1652093248.9153156,294912,91.29967498779297
1652093271.0242143,296960,97.49340057373047
1652093293.6404648,299008,99.85050964355469
1652093317.3748164,301056,103.87398529052734
1652093342.7059548,303104,108.65824890136719
1652093365.5154674,305152,111.8312759399414
1652093389.3186247,307200,114.46145629882812
1652093413.4906213,309248,113.56905364990234
1652093436.1007836,311296,116.9112777709961
1652093458.8593538,313344,119.47821044921875
1652093482.1493292,315392,121.34095764160156
1652093505.2110443,317440,123.394287109375
1652093528.779025,319488,123.81082153320312
1652093552.505,321536,125.92301940917969
1652093575.6369252,323584,127.05166625976562
1652093598.404196,325632,127.647705078125
1652093622.805952,327680,126.87594604492188
1652093645.9732113,329728,129.93614196777344
1652093669.081479,331776,133.7133331298828
1652093694.5467412,333824,135.55169677734375
1652093720.3479512,335872,139.84437561035156
1652093743.8703725,337920,143.3898162841797
1652093766.9712074,339968,145.8026580810547
1652093790.6131434,342016,146.81362915039062
1652093816.016306,344064,149.6866455078125
1652093840.4500937,346112,149.30613708496094
1652093868.0252938,348160,151.47657775878906
1652093895.056842,350208,151.13790893554688
1652093919.223126,352256,149.99212646484375
1652093943.9323332,354304,149.45359802246094
1652093968.072738,356352,152.45474243164062
1652093991.2862964,358400,155.18304443359375
1652094015.1830318,360448,157.51805114746094
1652094038.7441695,362496,159.42649841308594
1652094061.906424,364544,161.32943725585938
1652094084.8487344,366592,162.33990478515625
1652094107.0891173,368640,167.79100036621094
1652094129.7837358,370688,170.10855102539062
1652094152.662063,372736,175.05148315429688
1652094175.4226315,374784,177.2882843017578
1652094198.3245766,376832,184.19619750976562
1652094221.492922,378880,187.4976348876953
1652094244.5615063,380928,184.9984893798828
1652094267.8666003,382976,188.11749267578125
1652094291.0866172,385024,189.99363708496094
1652094314.8927312,387072,193.16748046875
1652094339.3346741,389120,196.30197143554688
1652094364.3829467,391168,196.82701110839844
1652094390.209433,393216,203.9624786376953
1652094414.8362427,395264,207.29074096679688
1652094437.6061213,397312,204.41180419921875
1652094460.2480388,399360,210.82437133789062
1652094483.190996,401408,212.03050231933594
1652094506.0500379,403456,212.34213256835938
1652094528.9993117,405504,214.26951599121094
1652094551.9317703,407552,216.63330078125
1652094575.083348,409600,218.1112823486328
1652094598.2762263,411648,219.81541442871094
1652094622.8644652,413696,222.94140625
1652094647.2886167,415744,223.59104919433594
1652094670.9154963,417792,228.69308471679688
1652094692.8355782,419840,233.17324829101562
1652094714.3203678,421888,230.7252197265625
1652094735.7811475,423936,232.87506103515625
1652094756.6928587,425984,234.99407958984375
1652094778.54108,428032,235.64126586914062
1652094799.767131,430080,238.75906372070312
1652094824.8541687,432128,244.0884246826172
1652094846.556015,434176,239.37925720214844
1652094867.8603814,436224,237.2785186767578
